Unique Key,Incident Zip,Complaint Type,Descriptor
34594735,10009.0,Food Establishment,Rodents/Insects/Garbage
34594937,11419.0,Food Establishment,No Permit or License
34595029,11216.0,Food Establishment,Bare Hands in Contact w/ Food
34595075,11101.0,Food Establishment,Rodents/Insects/Garbage
34595258,11229.0,Food Establishment,Toilet Facility
34595506,11232.0,Food Poisoning,1 or 2
34596106,11101.0,Food Poisoning,3 or More
34596210,11377.0,Food Establishment,Food Contains Foreign Object
34596471,10301.0,Food Establishment,Rodents/Insects/Garbage
34596509,11217.0,Food Establishment,Bare Hands in Contact w/ Food
34596948,10463.0,Food Poisoning,1 or 2
34597147,10016.0,Food Establishment,Permit/License/Certificate
34597268,11230.0,Food Poisoning,1 or 2
34597280,10306.0,Food Poisoning,3 or More
34597554,10011.0,Food Establishment,Rodents/Insects/Garbage
34597677,10026.0,Food Establishment,Kitchen/Food Prep Area
34598011,11372.0,Food Poisoning,3 or More
34598646,11385.0,Food Establishment,Kitchen/Food Prep Area
34598734,11226.0,Food Establishment,Food Contaminated
34598883,11205.0,Food Establishment,Kitchen/Food Prep Area
34599629,11355.0,Food Establishment,Rodents/Insects/Garbage
34600003,11433.0,Food Establishment,Food Contaminated
34600006,11355.0,Food Establishment,Food Preparation Location
34600172,10282.0,Food Establishment,Pet/Animal
34600406,11220.0,Food Poisoning,3 or More
34600759,11205.0,Food Establishment,Food Worker Illness
34600979,10282.0,Food Establishment,Pet/Animal
34600989,10001.0,Food Establishment,Rodents/Insects/Garbage
34600992,11207.0,Food Establishment,Letter Grading
34601042,11355.0,Food Poisoning,3 or More
34601196,11419.0,Food Establishment,Kitchen/Food Prep Area
34601203,11207.0,Food Establishment,Milk Not Pasteurized
34601973,11378.0,Food Establishment,Rodents/Insects/Garbage
34601974,11211.0,Food Establishment,Rodents/Insects/Garbage
34603002,11231.0,Food Establishment,Food Contaminated
34603101,10022.0,Food Establishment,Rodents/Insects/Garbage
34603367,10026.0,Food Establishment,Rodents/Insects/Garbage
34604749,11204,Food Establishment,Rodents/Insects/Garbage
34604750,11102,Food Establishment,Rodents/Insects/Garbage
34605170,11231,Food Establishment,Food Contaminated
34605194,10007,Food Poisoning,1 or 2
34605195,10302,Food Poisoning,1 or 2
34605449,11378,Food Establishment,Rodents/Insects/Garbage
34605824,10460,Food Poisoning,1 or 2
34605825,10032,Food Establishment,Food Worker Hygiene
34605913,11355,Food Establishment,Food Temperature
34606033,10033,Food Establishment,Food Spoiled
34606159,11237,Food Establishment,Pet/Animal
34606542,11214,Food Poisoning,1 or 2
34607574,11209,Food Poisoning,1 or 2
34607888,11220,Food Establishment,Food Spoiled
34608075,11385,Food Establishment,Rodents/Insects/Garbage
34608141,10003,Food Establishment,Rodents/Insects/Garbage
34608697,10001,Food Establishment,Food Protection
34608758,10035,Food Poisoning,1 or 2
34609176,10017,Food Establishment,Food Contains Foreign Object
34609177,10304,Food Establishment,Food Contains Foreign Object
34610226,11385,Food Establishment,Odor
34610243,10035,Food Establishment,Letter Grading
34610601,11426,Food Establishment,Rodents/Insects/Garbage
34610604,10026,Food Establishment,Rodents/Insects/Garbage
34611186,11106,Food Establishment,Bare Hands in Contact w/ Food
34611435,11372,Food Poisoning,1 or 2
34611733,10011,Food Establishment,Toilet Facility
34611834,10033,Food Establishment,Food Spoiled
34611854,10014,Food Establishment,Pet/Animal
34611910,11368,Food Establishment,Rodents/Insects/Garbage
34612695,10035,Food Poisoning,1 or 2
34612734,11422,Food Establishment,Rodents/Insects/Garbage
34613205,10003,Food Establishment,Facility Construction
34613846,11377,Food Establishment,Permit/License/Certificate
34613914,10011,Food Establishment,Toilet Facility
34613960,10026,Food Establishment,Food Spoiled
34614719,11385,Food Establishment,Rodents/Insects/Garbage
34615194,11103,Food Poisoning,1 or 2
34615633,10007,Food Establishment,Rodents/Insects/Garbage
34616376,11217,Food Establishment,Food Contaminated
34616477,11225,Food Establishment,Letter Grading
34616925,10025,Food Establishment,Rodents/Insects/Garbage
34617629,11216,Food Establishment,Pet/Animal
34617630,10452,Food Poisoning,1 or 2
34617777,11101,Food Poisoning,1 or 2
34618202,10010,Food Establishment,Rodents/Insects/Garbage
34618894,10464,Food Establishment,Food Worker Hygiene
34618969,11377,Food Poisoning,1 or 2
34619971,10019,Food Poisoning,1 or 2
34570052,11417,Food Poisoning,1 or 2
34570057,10463,Food Establishment,Rodents/Insects/Garbage
34570080,10075,Food Establishment,Rodents/Insects/Garbage
34570467,10032,Food Establishment,Bare Hands in Contact w/ Food
34570560,11417,Food Poisoning,1 or 2
34570579,10033,Food Establishment,Food Temperature
34570662,10013,Food Establishment,Food Worker Hygiene
34570883,10002,Food Establishment,No Permit or License
34571090,10002,Food Establishment,Rodents/Insects/Garbage
34571552,10011,Food Establishment,Permit/License/Certificate
34571993,11223,Food Establishment,Rodents/Insects/Garbage
34571995,10119,Food Establishment,Rodents/Insects/Garbage
34572014,10308,Food Poisoning,1 or 2
34572015,10001,Food Establishment,Rodents/Insects/Garbage
34572016,10028,Food Establishment,Rodents/Insects/Garbage
34572351,10026,Food Establishment,Food Contaminated
34621346,11201,Food Establishment,Letter Grading
34622090,11211,Food Establishment,Rodents/Insects/Garbage
34622178,10011,Food Establishment,Rodents/Insects/Garbage
34622324,11224,Food Establishment,Handwashing
34622840,10065,Food Establishment,Food Protection
34623023,11236,Food Poisoning,1 or 2
34623026,11236,Food Establishment,Dishwashing/Utensils
34623266,10038,Food Establishment,Food Contains Foreign Object
34624165,11691,Food Poisoning,1 or 2
34624761,11220,Food Establishment,Letter Grading
34624764,11377,Food Establishment,Rodents/Insects/Garbage
34625193,11370,Food Establishment,Bare Hands in Contact w/ Food
34625386,10011,Food Establishment,Letter Grading
34625598,11206,Food Poisoning,1 or 2
34626034,11103,Food Establishment,Rodents/Insects/Garbage
34626056,11211,Food Establishment,Rodents/Insects/Garbage
34626457,11236,Food Establishment,Plumbing
34626614,11372,Food Establishment,Food Contaminated
34626809,10455,Food Establishment,Sewage
34626835,11211,Food Poisoning,1 or 2
34629041,11229,Food Establishment,Sewage
34629104,10013,Food Establishment,Kitchen/Food Prep Area
34629170,11357,Food Establishment,Handwashing
34629347,10001,Food Establishment,No Permit or License
34629955,11415,Food Establishment,Food Spoiled
34629959,11385,Food Establishment,Rodents/Insects/Garbage
34630368,10280,Food Establishment,Odor
34630688,11233,Food Poisoning,1 or 2
34630909,11385,Food Establishment,Food Worker Illness
34631349,10019,Food Establishment,Rodents/Insects/Garbage
34631436,11362,Smoking,Smoking Violation
34632553,11101,Food Establishment,Rodents/Insects/Garbage
34633120,10021,Food Establishment,Kitchen/Food Prep Area
34633865,11222,Food Establishment,Rodents/Insects/Garbage
34634362,11365,Food Poisoning,1 or 2
34634416,11357,Food Establishment,Letter Grading
34635296,10065,Smoking,Smoking Violation
34635599,11354,Food Establishment,Kitchen/Food Prep Area
34635630,11210,Food Establishment,Bare Hands in Contact w/ Food
34635775,11206,Food Establishment,Food Contaminated
34635940,10459,Food Establishment,Food Spoiled
34636223,10004,Food Establishment,Food Spoiled
34636992,11103,Food Establishment,Food Contaminated
34637290,11372,Food Establishment,Food Worker Hygiene
34637746,11355,Food Establishment,Food Spoiled
34637764,10466,Food Establishment,Pet/Animal
34638375,11211,Food Poisoning,1 or 2
34638919,10461,Food Establishment,Rodents/Insects/Garbage
34639159,11426,Food Establishment,Kitchen/Food Prep Area
34639254,10459,Food Establishment,Rodents/Insects/Garbage
34639388,10038,Food Establishment,Food Contaminated
34639399,10036,Food Establishment,Plumbing
34639494,11236,Food Poisoning,1 or 2
34639851,10013,Food Establishment,Food Contains Foreign Object
34639852,11377,Food Establishment,Food Contains Foreign Object
34640091,11225,Food Establishment,Rodents/Insects/Garbage
34670121,10013,Food Establishment,Rodents/Insects/Garbage
34640503,10018,Food Establishment,Food Contaminated
34640562,11231,Food Establishment,Bare Hands in Contact w/ Food
34641047,10014,Food Establishment,Food Spoiled
34641343,11203,Food Establishment,Handwashing
34642101,11237,Food Establishment,Letter Grading
34643114,10472,Food Establishment,Food Contaminated
34643212,11370,Food Establishment,Letter Grading
34644128,11201,Food Establishment,Bare Hands in Contact w/ Food
34645393,10473,Food Establishment,Kitchen/Food Prep Area
34645582,11214,Food Establishment,Food Worker Hygiene
34646797,11101,Food Establishment,Letter Grading
34647127,10460,Food Establishment,Toilet Facility
34648170,10022,Food Poisoning,1 or 2
34649213,10036,Food Establishment,Pet/Animal
34649305,10022,Food Poisoning,1 or 2
34649337,10018,Food Establishment,Food Contains Foreign Object
34649625,11356,Food Establishment,Toilet Facility
34649915,11234,Food Establishment,Rodents/Insects/Garbage
34650375,11211,Food Establishment,Allergy Information
34650440,11357,Food Poisoning,1 or 2
34650852,10457,Food Establishment,No Permit or License
34651289,10037,Food Establishment,Food Contains Foreign Object
34651497,11226,Food Establishment,Rodents/Insects/Garbage
34651532,11219,Food Establishment,Food Contaminated
34651732,11235,Food Poisoning,1 or 2
34652165,10019,Food Establishment,Letter Grading
34653687,10007,Food Establishment,Kitchen/Food Prep Area
45624283,10029,Food Poisoning,1 or 2
45624284,10001,Food Poisoning,3 or More
34654679,11235,Food Establishment,Rodents/Insects/Garbage
34654830,10463,Food Establishment,Bare Hands in Contact w/ Food
34655265,11357,Food Poisoning,3 or More
34655568,11354,Food Establishment,Handwashing
34656466,11203,Food Establishment,Bare Hands in Contact w/ Food
34658747,10030.0,Food Establishment,Rodents/Insects/Garbage
34659090,10469.0,Smoking,Smoking Violation
34659775,11361.0,Food Establishment,Handwashing
34663502,10012.0,Food Establishment,Bare Hands in Contact w/ Food
34663911,10001.0,Food Establishment,Rodents/Insects/Garbage
34663912,11385.0,Food Establishment,Rodents/Insects/Garbage
34664018,11235.0,Food Establishment,Food Worker Hygiene
34664104,10016.0,Food Establishment,Food Worker Hygiene
34664167,10470.0,Food Establishment,Bare Hands in Contact w/ Food
34664398,11226.0,Food Establishment,Food Contains Foreign Object
34664399,10065.0,Food Establishment,Food Contains Foreign Object
34664640,10024.0,Food Establishment,Pet/Animal
34664764,11212.0,Food Establishment,Toilet Facility
34664975,10455.0,Food Establishment,Letter Grading
34665270,11368.0,Food Establishment,Kitchen/Food Prep Area
34665292,11385.0,Food Establishment,Rodents/Insects/Garbage
21960372,11207.0,Food Poisoning,1 or 2
34665958,11372.0,Food Establishment,Rodents/Insects/Garbage
34666131,10013.0,Food Establishment,Bare Hands in Contact w/ Food
34666176,11235.0,Food Establishment,Food Worker Hygiene
34666244,11385.0,Food Establishment,Odor
34666255,10014.0,Food Poisoning,1 or 2
34666434,10306.0,Food Establishment,Food Spoiled
34666691,10009.0,Food Establishment,Rodents/Insects/Garbage
34666692,10002.0,Food Establishment,Rodents/Insects/Garbage
34667390,10011.0,Food Establishment,Rodents/Insects/Garbage
34667412,11211.0,Food Establishment,Pet/Animal
34667662,11221.0,Food Establishment,Bare Hands in Contact w/ Food
34667704,11235.0,Food Establishment,Food Worker Hygiene
34668969,11213.0,Food Establishment,Letter Grading
34669097,11209.0,Food Establishment,Rodents/Insects/Garbage
34670005,10309.0,Food Establishment,Rodents/Insects/Garbage
34670025,11214.0,Food Establishment,Letter Grading
34620208,10012.0,Food Establishment,Rodents/Insects/Garbage
34620286,10036.0,Food Establishment,Food Spoiled
34620376,11385.0,Food Poisoning,1 or 2
34620380,11434.0,Food Poisoning,1 or 2
34673903,11218.0,Food Poisoning,3 or More
34674246,10452.0,Food Establishment,Kitchen/Food Prep Area
34674416,10017.0,Food Poisoning,1 or 2
34674501,10023.0,Food Poisoning,1 or 2
34675357,11201.0,Food Establishment,Odor
34675646,10010.0,Food Establishment,Rodents/Insects/Garbage
34675802,11201.0,Food Establishment,Toilet Facility
34675902,10302.0,Food Establishment,Rodents/Insects/Garbage
34676187,11378.0,Food Poisoning,1 or 2
34676553,10017.0,Food Establishment,Kitchen/Food Prep Area
34676918,10036.0,Food Establishment,Rodents/Insects/Garbage
34676924,11213.0,Food Establishment,Bare Hands in Contact w/ Food
34677629,10469.0,Smoking,Smoking Violation
34677982,11379.0,Food Establishment,Letter Grading
34678140,11206.0,Food Poisoning,1 or 2
34678211,10029.0,Food Establishment,Food Spoiled
34678769,10011.0,Food Establishment,Food Worker Hygiene
34678886,11368.0,Food Poisoning,3 or More
34679117,11365.0,Food Poisoning,1 or 2
34680051,10460.0,Food Poisoning,1 or 2
34680578,10005.0,Food Establishment,Letter Grading
34680717,11102.0,Food Establishment,Rodents/Insects/Garbage
34680903,11105.0,Food Establishment,Rodents/Insects/Garbage
34681647,10314.0,Food Establishment,Rodents/Insects/Garbage
34682218,11226,Food Establishment,Food Worker Hygiene
34682246,10128,Food Establishment,Rodents/Insects/Garbage
34682502,11354,Food Establishment,Food Contaminated
34682558,11101,Food Poisoning,1 or 2
34682948,10465,Food Establishment,Permit/License/Certificate
34683128,10040,Food Establishment,Rodents/Insects/Garbage
34683340,10001,Food Poisoning,1 or 2
34683589,11361,Food Establishment,Rodents/Insects/Garbage
34683810,10469,Smoking,Smoking Violation
34683984,10065,Food Establishment,Rodents/Insects/Garbage
34684061,11365,Food Establishment,Bare Hands in Contact w/ Food
34684110,10038,Smoking,Smoking Violation
34684425,11368,Food Poisoning,3 or More
34685097,11236,Food Establishment,Food Contains Foreign Object
34685596,10018,Food Establishment,Food Worker Hygiene
34687201,10010,Food Establishment,Pet/Animal
34687490,11229,Food Establishment,Toxic Chemical/Material
34688904,11355,Food Establishment,Food Contaminated
34688962,10034,Food Establishment,Letter Grading
34689373,11225,Food Poisoning,1 or 2
34690157,10472,Food Establishment,Food Temperature
34690326,10309,Food Establishment,Rodents/Insects/Garbage
34690591,10025,Food Poisoning,1 or 2
34691384,10021,Food Establishment,Rodents/Insects/Garbage
34693607,10023,Food Establishment,Rodents/Insects/Garbage
34693647,10011,Food Establishment,Food Contains Foreign Object
34694149,11367,Food Establishment,Bare Hands in Contact w/ Food
34694160,10019,Smoking,Smoking Violation
34694183,11233,Food Establishment,Handwashing
34696170,11415,Food Establishment,Bare Hands in Contact w/ Food
34697125,10023,Food Establishment,Bare Hands in Contact w/ Food
34697154,11372,Food Establishment,Bare Hands in Contact w/ Food
34697163,11417,Food Establishment,No Permit or License
34698090,11211,Food Poisoning,1 or 2
34698332,11237,Food Establishment,Food Contaminated
34698374,10033,Food Establishment,Pet/Animal
34698740,10018,Food Establishment,Letter Grading
34699150,11368,Food Establishment,Food Preparation Location
34699436,10013,Food Establishment,Food Contaminated
34699643,10038,Food Establishment,Odor
34699768,10022,Food Establishment,Pet/Animal
34699935,10016,Food Establishment,No Permit or License
34700334,10013,Food Poisoning,1 or 2
34701173,11223,Food Establishment,Rodents/Insects/Garbage
34701618,10128,Food Establishment,Rodents/Insects/Garbage
34701621,10014,Food Establishment,Bare Hands in Contact w/ Food
34702246,10022,Food Poisoning,1 or 2
34702257,10022,Food Establishment,Rodents/Insects/Garbage
34703673,11225,Food Establishment,Food Contains Foreign Object
34703702,10455,Food Establishment,Kitchen/Food Prep Area
